"Logged At","RADIUS Status","Identity","Failure Reason","Authentication Method","Endpoint ID","Authentication Protocol","Policy Set","Authorization Rule","Server","Network Device","Endpoint Profile","Device Type","Location","Network Device IP","Device Port","Event","Service Type","Credential Check","Identity Store","Identity Group","Session ID","MapLocation"
"2024-06-20 04:10:01.481","Pass","CC:48:3A:92:37:55",,"mab","CC:48:3A:92:37:55","Lookup","LAN MAB Standort UM_RM","MAB_RM_Clients_vlan102_temp","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Call Check","Lookup","Internal Endpoints","MAB_RM_Clients_vlan102_temp","136FD00A0001006233D65111",
"2024-06-20 04:06:55.937","Pass","LTRMARO1.auva1.global",,"dot1x","CC:48:3A:92:37:55","EAP-TLS","LAN 802.1X Standort UM_RM","Domain Computer_RM_102","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Framed","x509_PKI",,"MAB_RM_Clients_vlan102_temp","136FD00A0001006133D37A7D",
"2024-06-20 04:06:55.478","Pass","CC:48:3A:92:37:55",,"mab","CC:48:3A:92:37:55","Lookup","LAN MAB Standort UM_RM","MAB_RM_Clients_vlan102_temp","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Call Check","Lookup","Internal Endpoints","MAB_RM_Clients_vlan102_temp","136FD00A0001006133D37A7D",
"2024-06-20 04:03:01.864","Pass","LTRMARO1.auva1.global",,"dot1x","CC:48:3A:92:37:55","EAP-TLS","LAN 802.1X Standort UM_RM","Domain Computer_RM_102","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Framed","x509_PKI",,"MAB_RM_Clients_vlan102_temp","136FD00A0001006033CFE832",
"2024-06-20 04:03:01.417","Pass","CC:48:3A:92:37:55",,"mab","CC:48:3A:92:37:55","Lookup","LAN MAB Standort UM_RM","MAB_RM_Clients_vlan102_temp","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Call Check","Lookup","Internal Endpoints","MAB_RM_Clients_vlan102_temp","136FD00A0001006033CFE832",
"2024-06-20 03:59:57.908","Pass","LTRMARO1.auva1.global",,"dot1x","CC:48:3A:92:37:55","EAP-TLS","LAN 802.1X Standort UM_RM","Domain Computer_RM_102","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Framed","x509_PKI",,"MAB_RM_Clients_vlan102_temp","136FD00A0001005F33CD19B6",
"2024-06-20 03:59:57.484","Pass","CC:48:3A:92:37:55",,"mab","CC:48:3A:92:37:55","Lookup","LAN MAB Standort UM_RM","MAB_RM_Clients_vlan102_temp","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Call Check","Lookup","Internal Endpoints","MAB_RM_Clients_vlan102_temp","136FD00A0001005F33CD19B6",
"2024-06-20 03:54:57.887","Pass","LTRMARO1.auva1.global",,"dot1x","CC:48:3A:92:37:55","EAP-TLS","LAN 802.1X Standort UM_RM","Domain Computer_RM_102","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Framed","x509_PKI",,"MAB_RM_Clients_vlan102_temp","136FD00A0001005E33C885CC",
"2024-06-20 03:54:57.474","Pass","CC:48:3A:92:37:55",,"mab","CC:48:3A:92:37:55","Lookup","LAN MAB Standort UM_RM","MAB_RM_Clients_vlan102_temp","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Call Check","Lookup","Internal Endpoints","MAB_RM_Clients_vlan102_temp","136FD00A0001005E33C885CC",
"2024-06-20 03:53:01.789","Pass","LTRMARO1.auva1.global",,"dot1x","CC:48:3A:92:37:55","EAP-TLS","LAN 802.1X Standort UM_RM","Domain Computer_RM_102","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Framed","x509_PKI",,"MAB_RM_Clients_vlan102_temp","136FD00A0001005D33C6C037",
"2024-06-20 03:53:01.357","Pass","CC:48:3A:92:37:55",,"mab","CC:48:3A:92:37:55","Lookup","LAN MAB Standort UM_RM","MAB_RM_Clients_vlan102_temp","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Call Check","Lookup","Internal Endpoints","MAB_RM_Clients_vlan102_temp","136FD00A0001005D33C6C037",
"2024-06-20 03:49:58.901","Pass","LTRMARO1.auva1.global",,"dot1x","CC:48:3A:92:37:55","EAP-TLS","LAN 802.1X Standort UM_RM","Domain Computer_RM_102","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Framed","x509_PKI",,"MAB_RM_Clients_vlan102_temp","136FD00A0001005C33C3F5D3",
"2024-06-20 03:49:58.472","Pass","CC:48:3A:92:37:55",,"mab","CC:48:3A:92:37:55","Lookup","LAN MAB Standort UM_RM","MAB_RM_Clients_vlan102_temp","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Call Check","Lookup","Internal Endpoints","MAB_RM_Clients_vlan102_temp","136FD00A0001005C33C3F5D3",
"2024-06-20 03:45:42.57","Pass","00:1B:00:34:B5:05",,"mab","00:1B:00:34:B5:05","Lookup","LAN MAB Standort AO","MAB_WinClients67_temp","SVHS3122","AO_Switches","Unknown","All Device Types#LAN_Switches","All Locations#AO","10.108.66.61","GigabitEthernet1/0/40","Authentication succeeded","Call Check","Lookup","Internal Endpoints","MAB_AO_WinClients67_temp","3D426C0A000000E59AF69B4B",
"2024-06-20 03:43:58.917","Pass","LTRMARO1.auva1.global",,"dot1x","CC:48:3A:92:37:55","EAP-TLS","LAN 802.1X Standort UM_RM","Domain Computer_RM_102","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Framed","x509_PKI",,"MAB_RM_Clients_vlan102_temp","136FD00A0001005A33BE77A3",
"2024-06-20 03:43:58.491","Pass","CC:48:3A:92:37:55",,"mab","CC:48:3A:92:37:55","Lookup","LAN MAB Standort UM_RM","MAB_RM_Clients_vlan102_temp","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Call Check","Lookup","Internal Endpoints","MAB_RM_Clients_vlan102_temp","136FD00A0001005A33BE77A3",
"2024-06-20 03:40:00.396","Pass","LTRMARO1.auva1.global",,"dot1x","CC:48:3A:92:37:55","EAP-TLS","LAN 802.1X Standort UM_RM","Domain Computer_RM_102","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Framed","x509_PKI",,"MAB_RM_Clients_vlan102_temp","136FD00A0001005933BAD3F0",
"2024-06-20 03:39:59.975","Pass","CC:48:3A:92:37:55",,"mab","CC:48:3A:92:37:55","Lookup","LAN MAB Standort UM_RM","MAB_RM_Clients_vlan102_temp","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Call Check","Lookup","Internal Endpoints","MAB_RM_Clients_vlan102_temp","136FD00A0001005933BAD3F0",
"2024-06-20 03:39:01.695","Pass","LTRMARO1.auva1.global",,"dot1x","CC:48:3A:92:37:55","EAP-TLS","LAN 802.1X Standort UM_RM","Domain Computer_RM_102","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Framed","x509_PKI",,"MAB_RM_Clients_vlan102_temp","136FD00A0001005833B9EE81",
"2024-06-20 03:39:01.242","Pass","CC:48:3A:92:37:55",,"mab","CC:48:3A:92:37:55","Lookup","LAN MAB Standort UM_RM","MAB_RM_Clients_vlan102_temp","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Call Check","Lookup","Internal Endpoints","MAB_RM_Clients_vlan102_temp","136FD00A0001005833B9EE81",
"2024-06-20 03:36:52.385","Pass","LTRMARO1.auva1.global",,"dot1x","CC:48:3A:92:37:55","EAP-TLS","LAN 802.1X Standort UM_RM","Domain Computer_RM_102","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Framed","x509_PKI",,"MAB_RM_Clients_vlan102_temp","136FD00A0001005733B7F58B",
"2024-06-20 03:36:51.969","Pass","CC:48:3A:92:37:55",,"mab","CC:48:3A:92:37:55","Lookup","LAN MAB Standort UM_RM","MAB_RM_Clients_vlan102_temp","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Call Check","Lookup","Internal Endpoints","MAB_RM_Clients_vlan102_temp","136FD00A0001005733B7F58B",
"2024-06-20 03:34:55.895","Pass","LTRMARO1.auva1.global",,"dot1x","CC:48:3A:92:37:55","EAP-TLS","LAN 802.1X Standort UM_RM","Domain Computer_RM_102","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Framed","x509_PKI",,"MAB_RM_Clients_vlan102_temp","136FD00A0001005533B62E78",
"2024-06-20 03:34:55.469","Pass","CC:48:3A:92:37:55",,"mab","CC:48:3A:92:37:55","Lookup","LAN MAB Standort UM_RM","MAB_RM_Clients_vlan102_temp","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Call Check","Lookup","Internal Endpoints","MAB_RM_Clients_vlan102_temp","136FD00A0001005533B62E78",
"2024-06-20 03:33:59.914","Pass","LTRMARO1.auva1.global",,"dot1x","CC:48:3A:92:37:55","EAP-TLS","LAN 802.1X Standort UM_RM","Domain Computer_RM_102","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Framed","x509_PKI",,"MAB_RM_Clients_vlan102_temp","136FD00A0001005433B553B8",
"2024-06-20 03:33:59.469","Pass","CC:48:3A:92:37:55",,"mab","CC:48:3A:92:37:55","Lookup","LAN MAB Standort UM_RM","MAB_RM_Clients_vlan102_temp","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Call Check","Lookup","Internal Endpoints","MAB_RM_Clients_vlan102_temp","136FD00A0001005433B553B8",
"2024-06-20 03:29:58.412","Pass","LTRMARO1.auva1.global",,"dot1x","CC:48:3A:92:37:55","EAP-TLS","LAN 802.1X Standort UM_RM","Domain Computer_RM_102","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Framed","x509_PKI",,"MAB_RM_Clients_vlan102_temp","136FD00A0001005233B1A46B",
"2024-06-20 03:29:57.983","Pass","CC:48:3A:92:37:55",,"mab","CC:48:3A:92:37:55","Lookup","LAN MAB Standort UM_RM","MAB_RM_Clients_vlan102_temp","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Call Check","Lookup","Internal Endpoints","MAB_RM_Clients_vlan102_temp","136FD00A0001005233B1A46B",
"2024-06-20 03:29:01.598","Pass","LTRMARO1.auva1.global",,"dot1x","CC:48:3A:92:37:55","EAP-TLS","LAN 802.1X Standort UM_RM","Domain Computer_RM_102","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Framed","x509_PKI",,"MAB_RM_Clients_vlan102_temp","136FD00A0001005033B0C666",
"2024-06-20 03:29:01.148","Pass","CC:48:3A:92:37:55",,"mab","CC:48:3A:92:37:55","Lookup","LAN MAB Standort UM_RM","MAB_RM_Clients_vlan102_temp","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Call Check","Lookup","Internal Endpoints","MAB_RM_Clients_vlan102_temp","136FD00A0001005033B0C666",
"2024-06-20 03:19:01.536","Pass","LTRMARO1.auva1.global",,"dot1x","CC:48:3A:92:37:55","EAP-TLS","LAN 802.1X Standort UM_RM","Domain Computer_RM_102","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Framed","x509_PKI",,"MAB_RM_Clients_vlan102_temp","136FD00A0001004D33A79E6B",
"2024-06-20 03:19:01.088","Pass","CC:48:3A:92:37:55",,"mab","CC:48:3A:92:37:55","Lookup","LAN MAB Standort UM_RM","MAB_RM_Clients_vlan102_temp","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Call Check","Lookup","Internal Endpoints","MAB_RM_Clients_vlan102_temp","136FD00A0001004D33A79E6B",
"2024-06-20 03:15:52.398","Pass","LTRMARO1.auva1.global",,"dot1x","CC:48:3A:92:37:55","EAP-TLS","LAN 802.1X Standort UM_RM","Domain Computer_RM_102","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Framed","x509_PKI",,"MAB_RM_Clients_vlan102_temp","136FD00A0001004C33A4BBAF",
"2024-06-20 03:15:51.973","Pass","CC:48:3A:92:37:55",,"mab","CC:48:3A:92:37:55","Lookup","LAN MAB Standort UM_RM","MAB_RM_Clients_vlan102_temp","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Call Check","Lookup","Internal Endpoints","MAB_RM_Clients_vlan102_temp","136FD00A0001004C33A4BBAF",
"2024-06-20 03:13:58.913","Pass","LTRMARO1.auva1.global",,"dot1x","CC:48:3A:92:37:55","EAP-TLS","LAN 802.1X Standort UM_RM","Domain Computer_RM_102","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Framed","x509_PKI",,"MAB_RM_Clients_vlan102_temp","136FD00A0001004A33A30052",
"2024-06-20 03:13:58.471","Pass","CC:48:3A:92:37:55",,"mab","CC:48:3A:92:37:55","Lookup","LAN MAB Standort UM_RM","MAB_RM_Clients_vlan102_temp","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Call Check","Lookup","Internal Endpoints","MAB_RM_Clients_vlan102_temp","136FD00A0001004A33A30052",
"2024-06-20 03:11:55.413","Pass","LTRMARO1.auva1.global",,"dot1x","CC:48:3A:92:37:55","EAP-TLS","LAN 802.1X Standort UM_RM","Domain Computer_RM_102","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Framed","x509_PKI",,"MAB_RM_Clients_vlan102_temp","136FD00A0001004833A11E04",
"2024-06-20 03:11:55.001","Pass","CC:48:3A:92:37:55",,"mab","CC:48:3A:92:37:55","Lookup","LAN MAB Standort UM_RM","MAB_RM_Clients_vlan102_temp","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Call Check","Lookup","Internal Endpoints","MAB_RM_Clients_vlan102_temp","136FD00A0001004833A11E04",
"2024-06-20 03:10:24.089","Pass","PCRTUS2C.auva1.global",,"dot1x","2C:F0:5D:10:C7:38","EAP-TLS","LAN 802.1X Standort RT","Domain_Computer_RT_243","SVRT3120","RT_Switches","Unknown","All Device Types#LAN_Switches","All Locations#RT","10.108.240.52","GigabitEthernet1/0/31","Authentication succeeded","Framed","x509_PKI",,"MAB_RT_WinClients243_temp","34F06C0A000025053030C4D4",
"2024-06-20 03:10:23.69","Pass","2C:F0:5D:10:C7:38",,"mab","2C:F0:5D:10:C7:38","Lookup","LAN MAB Standort RT","MAB_RT_WinClients243","SVRT3120","RT_Switches","Unknown","All Device Types#LAN_Switches","All Locations#RT","10.108.240.52","GigabitEthernet1/0/31","Authentication succeeded","Call Check","Lookup","Internal Endpoints","MAB_RT_WinClients243_temp","34F06C0A000025053030C4D4",
"2024-06-20 03:09:53.929","Pass","LTRMARO1.auva1.global",,"dot1x","CC:48:3A:92:37:55","EAP-TLS","LAN 802.1X Standort UM_RM","Domain Computer_RM_102","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Framed","x509_PKI",,"MAB_RM_Clients_vlan102_temp","136FD00A00010047339F4357",
"2024-06-20 03:09:53.483","Pass","CC:48:3A:92:37:55",,"mab","CC:48:3A:92:37:55","Lookup","LAN MAB Standort UM_RM","MAB_RM_Clients_vlan102_temp","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Call Check","Lookup","Internal Endpoints","MAB_RM_Clients_vlan102_temp","136FD00A00010047339F4357",
"2024-06-20 03:04:56.151","Pass","PCUOEU02.auva1.global",,"dot1x","00:D8:61:47:6A:5A","EAP-TLS","LAN 802.1X Standort UO","Domain Computer","SVHS3122","UO_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UO","10.108.131.38","GigabitEthernet1/0/26","Authentication succeeded","Framed","x509_PKI",,"MAB_UO_WinClients126_temp","26836C0A000B7EE43021A0FA",
"2024-06-20 03:04:55.687","Pass","00:D8:61:47:6A:5A",,"mab","00:D8:61:47:6A:5A","Lookup","LAN MAB Standort UO","MAB_WinClients126_temp","SVHS3122","UO_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UO","10.108.131.38","GigabitEthernet1/0/26","Authentication succeeded","Call Check","Lookup","Internal Endpoints","MAB_UO_WinClients126_temp","26836C0A000B7EE43021A0FA",
"2024-06-20 02:59:57.79","Pass","LTRMARO1.auva1.global",,"dot1x","CC:48:3A:92:37:55","EAP-TLS","LAN 802.1X Standort UM_RM","Domain Computer_RM_102","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Framed","x509_PKI",,"MAB_RM_Clients_vlan102_temp","136FD00A0001004533962AB4",
"2024-06-20 02:59:57.353","Pass","CC:48:3A:92:37:55",,"mab","CC:48:3A:92:37:55","Lookup","LAN MAB Standort UM_RM","MAB_RM_Clients_vlan102_temp","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Call Check","Lookup","Internal Endpoints","MAB_RM_Clients_vlan102_temp","136FD00A0001004533962AB4",
"2024-06-20 02:59:40.27","Pass","28:00:AF:D8:CD:08",,"mab","28:00:AF:D8:CD:08","Lookup","LAN MAB Standort US_LS","MAB_WinClients150_temp","SVUS3120","USLS_Switches","Unknown","All Device Types#LAN_Switches","All Locations#US_LS","10.108.128.71","GigabitEthernet1/0/22","Authentication succeeded","Call Check","Lookup","Internal Endpoints","MAB_US_WinClients150_temp","47806C0A0003138D3026FD63",
"2024-06-20 02:59:39.27","Pass","28:00:AF:D8:C4:6C",,"mab","28:00:AF:D8:C4:6C","Lookup","LAN MAB Standort US_LS","MAB_WinClients150_temp","SVUS3120","USLS_Switches","Unknown","All Device Types#LAN_Switches","All Locations#US_LS","10.108.128.71","GigabitEthernet1/0/24","Authentication succeeded","Call Check","Lookup","Internal Endpoints","MAB_US_WinClients150_temp","47806C0A0003138C3026FA8B",
"2024-06-20 02:59:37.269","Pass","74:78:27:4B:00:02",,"mab","74:78:27:4B:00:02","Lookup","LAN MAB Standort US_LS","MAB_WinClients146_temp","SVUS3120","USLS_Switches","Unknown","All Device Types#LAN_Switches","All Locations#US_LS","10.108.128.71","GigabitEthernet1/0/25","Authentication succeeded","Call Check","Lookup","Internal Endpoints","MAB_LS_WinClients146_temp","47806C0A0003138B3026F051",
"2024-06-20 02:58:53.286","Pass","LTRMARO1.auva1.global",,"dot1x","CC:48:3A:92:37:55","EAP-TLS","LAN 802.1X Standort UM_RM","Domain Computer_RM_102","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Framed","x509_PKI",,"MAB_RM_Clients_vlan102_temp","136FD00A0001004433952ED4",
"2024-06-20 02:58:52.874","Pass","CC:48:3A:92:37:55",,"mab","CC:48:3A:92:37:55","Lookup","LAN MAB Standort UM_RM","MAB_RM_Clients_vlan102_temp","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Call Check","Lookup","Internal Endpoints","MAB_RM_Clients_vlan102_temp","136FD00A0001004433952ED4",
"2024-06-20 02:56:56.293","Pass","LTRMARO1.auva1.global",,"dot1x","CC:48:3A:92:37:55","EAP-TLS","LAN 802.1X Standort UM_RM","Domain Computer_RM_102","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Framed","x509_PKI",,"MAB_RM_Clients_vlan102_temp","136FD00A00010043339365C8",
"2024-06-20 02:56:55.869","Pass","CC:48:3A:92:37:55",,"mab","CC:48:3A:92:37:55","Lookup","LAN MAB Standort UM_RM","MAB_RM_Clients_vlan102_temp","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Call Check","Lookup","Internal Endpoints","MAB_RM_Clients_vlan102_temp","136FD00A00010043339365C8",
"2024-06-20 02:55:01.305","Pass","LTRMARO1.auva1.global",,"dot1x","CC:48:3A:92:37:55","EAP-TLS","LAN 802.1X Standort UM_RM","Domain Computer_RM_102","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Framed","x509_PKI",,"MAB_RM_Clients_vlan102_temp","136FD00A000100413391A4A0",
"2024-06-20 02:55:00.884","Pass","CC:48:3A:92:37:55",,"mab","CC:48:3A:92:37:55","Lookup","LAN MAB Standort UM_RM","MAB_RM_Clients_vlan102_temp","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Call Check","Lookup","Internal Endpoints","MAB_RM_Clients_vlan102_temp","136FD00A000100413391A4A0",
"2024-06-20 02:52:01.281","Pass","LTRMARO1.auva1.global",,"dot1x","CC:48:3A:92:37:55","EAP-TLS","LAN 802.1X Standort UM_RM","Domain Computer_RM_102","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Framed","x509_PKI",,"MAB_RM_Clients_vlan102_temp","136FD00A00010040338EE566",
"2024-06-20 02:52:00.859","Pass","CC:48:3A:92:37:55",,"mab","CC:48:3A:92:37:55","Lookup","LAN MAB Standort UM_RM","MAB_RM_Clients_vlan102_temp","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Call Check","Lookup","Internal Endpoints","MAB_RM_Clients_vlan102_temp","136FD00A00010040338EE566",
"2024-06-20 02:50:01.319","Pass","LTRMARO1.auva1.global",,"dot1x","CC:48:3A:92:37:55","EAP-TLS","LAN 802.1X Standort UM_RM","Domain Computer_RM_102","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Framed","x509_PKI",,"MAB_RM_Clients_vlan102_temp","136FD00A0001003F338D1098",
"2024-06-20 02:50:00.846","Pass","CC:48:3A:92:37:55",,"mab","CC:48:3A:92:37:55","Lookup","LAN MAB Standort UM_RM","MAB_RM_Clients_vlan102_temp","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Call Check","Lookup","Internal Endpoints","MAB_RM_Clients_vlan102_temp","136FD00A0001003F338D1098",
"2024-06-20 02:45:01.256","Pass","LTRMARO1.auva1.global",,"dot1x","CC:48:3A:92:37:55","EAP-TLS","LAN 802.1X Standort UM_RM","Domain Computer_RM_102","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Framed","x509_PKI",,"MAB_RM_Clients_vlan102_temp","136FD00A0001003D33887C97",
"2024-06-20 02:45:00.812","Pass","CC:48:3A:92:37:55",,"mab","CC:48:3A:92:37:55","Lookup","LAN MAB Standort UM_RM","MAB_RM_Clients_vlan102_temp","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Call Check","Lookup","Internal Endpoints","MAB_RM_Clients_vlan102_temp","136FD00A0001003D33887C97",
"2024-06-20 02:43:01.241","Pass","LTRMARO1.auva1.global",,"dot1x","CC:48:3A:92:37:55","EAP-TLS","LAN 802.1X Standort UM_RM","Domain Computer_RM_102","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Framed","x509_PKI",,"MAB_RM_Clients_vlan102_temp","136FD00A0001003C3386A7D1",
"2024-06-20 02:43:00.813","Pass","CC:48:3A:92:37:55",,"mab","CC:48:3A:92:37:55","Lookup","LAN MAB Standort UM_RM","MAB_RM_Clients_vlan102_temp","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Call Check","Lookup","Internal Endpoints","MAB_RM_Clients_vlan102_temp","136FD00A0001003C3386A7D1",
